T1C1,T1C2,T1C3,T1C4,T1C5,T2C1,T2C2,T2C3,T2C4,T2C5,W1,W2,W3,W4,W5,GD,WL
Darius,Zac,Galio,MissFortune,Camille,Jax,RekSai,Lux,Varus,Chogath,51.66,48.36,47.24,50.53,50,-8046,200
Darius,Zac,Malzahar,Aphelios,Nautilus,Jayce,Ekko,Lux,Lucian,Leona,50.59,51.79,47.35,46.72,46.29,8795,100
DrMundo,Lillia,Anivia,Twitch,Bard,KSante,Rengar,Lux,Jhin,Blitzcrank,55.0,47.93,50.0,50.17,50.63,-11969,200
Malphite,RekSai,Vladimir,Lucian,Janna,Skarner,MasterYi,Kassadin,Jhin,Pyke,45.91,56.63,44.89,49.05,47.19,-11422,200
Shen,Gragas,Ryze,Kaisa,Renata,Udyr,MasterYi,Irelia,Ashe,Camille,51.56,49.33,54.84,46.48,53.19,11788,100
Malphite,Gragas,Qiyana,Jhin,Lux,DrMundo,Taric,Yasuo,Kaisa,Senna,42.27,50,59.66,50,50.6,9173,100
Udyr,Morgana,LeeSin,Ashe,Senna,Sett,Khazix,Ahri,Caitlyn,Seraphine,44.55,50,50,51.28,44.38,-8306,200
Aatrox,XinZhao,Annie,Kaisa,Blitzcrank,Sett,Kayn,Viktor,KogMaw,Leona,47.84,50,47.26,43.46,47.21,-3955,200
Jax,Hecarim,TwistedFate,Jinx,Neeko,Malphite,Sejuani,Fizz,Jhin,Janna,49.15,51.14,53.93,51.13,52.67,-6224,200
Sion,Lillia,AurelionSol,Smolder,Swain,Kennen,Shaco,Tristana,Twitch,Morgana,54.88,50.44,48.94,47.95,46.58,-11007,200
Mordekaiser,Kindred,Lucian,Caitlyn,Lux,Darius,Karthus,Yone,Draven,Lulu,49.78,49.07,48.39,53.19,49.51,7447,100
Tryndamere,Heimerdinger,Caitlyn,Nilah,Blitzcrank,Yone,Mordekaiser,Akshan,Jhin,Morgana,53.61,50,50,48.5,52.16,9269,100
Sett,Ekko,TwistedFate,Lucian,Braum,Camille,Shaco,Brand,Jinx,Nautilus,49.02,48.53,49.9,47.44,53.0,-5765,200
Teemo,Diana,Katarina,Lucian,Thresh,Garen,LeeSin,Viktor,Ashe,Pyke,50.29,52.62,50.67,45.49,49.48,-587,200
Trundle,Nocturne,Syndra,Varus,Senna,Gangplank,Skarner,Vladimir,MissFortune,Leona,47.46,53.33,55.25,49.47,44.34,14262,100
Nautilus,Karthus,Galio,Varus,Jax,Riven,Nidalee,Azir,Jinx,Pantheon,50,48.28,58.87,45.43,50,-337,100
Sett,Khazix,Azir,Lucian,Nami,Nasus,Viego,Akali,Ashe,Velkoz,53.91,49.25,45.75,45.49,50,-10650,200
Jax,Shaco,Fizz,Caitlyn,Lux,Kayle,Vi,Zed,Jhin,Milio,50.12,54.09,46.89,48.52,46.48,-5478,200
Garen,Brand,Yasuo,Vayne,Alistar,Trundle,Vi,Riven,MissFortune,Zyra,45.03,53.97,50,46.9,47.93,6061,100
Pantheon,Belveth,Veigar,Jinx,Thresh,Gangplank,Udyr,Hwei,Ezreal,Taric,55.1,49.7,49.92,54.57,48.93,6579,100
Olaf,Kayn,Anivia,Draven,Pyke,Kayle,FiddleSticks,AurelionSol,Tristana,Thresh,43.01,50,49.01,53.18,50.52,7497,200
Senna,Skarner,Yone,Kaisa,Pyke,Trundle,Volibear,Lux,Lucian,Zyra,50,39.34,45.92,48.11,52.92,-12029,200
Yone,Shyvana,Xerath,Jhin,Nautilus,Nasus,MonkeyKing,Hwei,Tristana,Nami,48.06,48.65,53.75,49.4,52.75,-13034,200
Darius,Warwick,Xerath,Smolder,Swain,Malphite,Amumu,Azir,MissFortune,Nautilus,49.43,50.0,51.07,50.0,52.12,9349,100
Irelia,FiddleSticks,Zed,Smolder,Karma,Shen,Nocturne,Syndra,MissFortune,Sona,50.21,50,49.75,50.0,46.38,13272,100
Rumble,Kayn,Zed,Ashe,Rakan,Gangplank,Nunu,Pyke,KogMaw,Maokai,54.29,43.5,50,54.22,52.61,-13182,200
Singed,Diana,Yone,Jhin,Shaco,Shen,Briar,Velkoz,Ashe,Nami,47.69,48.2,50,49.71,46.67,-6116,200
Ahri,Zac,Renekton,Jinx,Blitzcrank,Jayce,Sejuani,Vladimir,Vayne,Yuumi,50,55.56,50,54.41,55.13,6332,100
Yorick,Khazix,Sylas,Caitlyn,Lux,Aatrox,Evelynn,Varus,Ezreal,Bard,51.94,54.21,50,52.76,51.33,5773,100
Camille,Graves,Brand,Jinx,Neeko,Darius,Ekko,Orianna,Aphelios,Soraka,52.37,50.64,46.63,54.93,54.49,10094,100
Nasus,Ivern,Malzahar,Tristana,Thresh,Yorick,Viego,Veigar,Smolder,Sona,45.74,51.22,48.5,61.31,51.62,-8715,200
Garen,LeeSin,Diana,Caitlyn,Camille,Darius,Shaco,Yone,Smolder,Nidalee,46.86,44.53,54.88,56.97,50,-5792,200
Renekton,MasterYi,Shyvana,Ashe,Sona,Volibear,Graves,Irelia,Ziggs,Shaco,47.28,46.87,50,49.44,58.82,-7740,200
MonkeyKing,Morgana,Fizz,Ezreal,Rakan,Shen,Evelynn,Lux,Jinx,Nami,42.62,44.78,49.8,45.43,48.54,-8702,200
Sion,Karthus,Vladimir,KogMaw,Thresh,Smolder,Shaco,Yasuo,Jinx,Taric,50,53.48,48.47,47.76,48.93,-5541,200
Vayne,Rammus,Veigar,Kaisa,Lux,Darius,XinZhao,Brand,Caitlyn,Hwei,53.21,52.38,48.09,48.66,52.22,11499,100
Urgot,Lillia,Leblanc,Caitlyn,Zyra,Ornn,JarvanIV,AurelionSol,Varus,Nunu,54.5,49.47,44.76,51.69,50,-11050,200
Lulu,Vi,Lux,Caitlyn,Nautilus,Singed,Briar,Yasuo,KogMaw,Renata,50,52.15,53.14,50.68,50,8170,100
Camille,Zac,Ahri,Jinx,Swain,Sett,Kayn,Katarina,Draven,Pyke,50.7,51.28,49.64,54.88,49.71,-15554,200
Kayle,Briar,Hwei,Ashe,Braum,Sett,RekSai,Yasuo,Jinx,Zyra,53.13,44.03,47.55,49.97,51.34,-42,200
Kayle,Kayn,Orianna,Jhin,Soraka,Riven,MasterYi,Akali,Draven,Brand,50.73,43.85,48.89,53.8,55.94,-350,100
Yone,Kayn,Katarina,Ashe,Janna,Akali,Graves,Rumble,Kaisa,Poppy,47.57,50.82,38.75,50,44.88,-10621,200
Yone,Hecarim,Ahri,Tristana,Yuumi,Nasus,Rengar,Zed,Kaisa,Zyra,48.06,53.05,49.65,50,49.32,-4535,200
Garen,Vi,Malzahar,Jinx,Thresh,Karma,Amumu,Brand,Lucian,Braum,50,50.88,46.15,52.56,48.34,10772,100
Urgot,FiddleSticks,Veigar,KogMaw,Thresh,Fiora,Viego,Vladimir,Vayne,Shaco,45.16,50,47.93,53.1,48.41,9462,100
Darius,Sylas,Xerath,KogMaw,Thresh,Garen,JarvanIV,Malphite,Jhin,Janna,53.43,42.31,58.21,47.73,51.71,14562,100
Jax,Udyr,Ahri,Caitlyn,Lux,Vladimir,Amumu,Graves,Smolder,Janna,41.67,52.94,50,56.97,48.43,3179,100
Darius,Kayn,Vladimir,Lucian,Teemo,KSante,Garen,Yasuo,Jhin,Brand,52.55,50,48.47,49.05,50,9303,100
Udyr,Nunu,AurelionSol,MissFortune,Rell,Shen,Viego,Ahri,Ashe,Velkoz,48.44,53.5,45.92,48.11,50,-44,100
Kayle,JarvanIV,Irelia,Twitch,Leblanc,Renekton,Ekko,Zed,Veigar,Senna,50.16,49.23,55.6,50,62.86,9198,100
Riven,LeeSin,Yasuo,Jhin,Hwei,Malphite,Rengar,Sett,Tristana,Zyra,44.64,50.18,50,49.4,43.45,-9623,200
Malphite,Zac,Viktor,Caitlyn,Blitzcrank,Gnar,MasterYi,Yone,Tristana,Swain,51.79,51.56,55.84,52.28,51.16,-13930,200
Darius,Hecarim,Ahri,Jhin,Sona,Skarner,MasterYi,Veigar,Samira,Renata,49.77,54.22,50.79,50.53,50,6126,100
Skarner,Graves,Syndra,Jinx,Neeko,Mordekaiser,Udyr,Fizz,Jhin,Alistar,50.41,53.28,49.83,51.13,54.64,-11772,200
Ornn,Udyr,Veigar,Ezreal,Janna,Mordekaiser,Nocturne,Yone,Caitlyn,Blitzcrank,45.78,56.52,54.97,47.21,49.56,-11709,200
Rumble,Ekko,Fizz,Vayne,Janna,Sett,Jax,Brand,Caitlyn,Skarner,50.14,53.7,50.55,46.03,59.72,5824,100
Garen,Lillia,Azir,Draven,Camille,Gragas,Skarner,Yasuo,Zeri,Thresh,49.69,52.43,49.42,52.12,49.91,7028,100
Urgot,Shen,Neeko,Ziggs,Brand,Teemo,MasterYi,Malzahar,KogMaw,Senna,46.15,47.5,45.28,50,48.6,6112,100
Shen,Skarner,Syndra,Tristana,Sona,Yasuo,Shaco,Viktor,Jinx,Soraka,48.48,52.05,50.0,47.37,50.0,-7877,200
Garen,Viego,Galio,Jhin,Soraka,Jayce,Khazix,Pantheon,Caitlyn,Morgana,51.16,50,59.18,51.45,51.69,11347,100
Pantheon,Shaco,Lux,Tristana,Zyra,Camille,Briar,Malzahar,Lucian,Karma,45.9,52.97,52.65,52.14,48.09,-11808,200
Sion,Evelynn,Brand,Jinx,Soraka,Fiora,Diana,Velkoz,Draven,Blitzcrank,53.22,51.81,50,54.88,46.89,-5645,200
Yone,Kindred,Ahri,MissFortune,Bard,Yasuo,MasterYi,Hwei,Lucian,Rakan,46.01,50.88,50.22,53.29,52.64,2893,100
Riven,Brand,Yasuo,Twitch,Nami,Aatrox,Nocturne,Malphite,Jinx,Braum,51.13,49.37,50,49.78,50.74,-3743,200
Ornn,Viego,Syndra,MissFortune,Thresh,Shen,Kindred,Malzahar,Caitlyn,Lux,46.55,49.97,51.92,49.28,51.18,11696,100
Sion,Diana,Veigar,Ashe,Brand,Trundle,Graves,Zeri,Swain,Hwei,42.48,49.92,50,50,46.97,-5703,200
Nasus,Brand,Malphite,Smolder,Sona,Draven,Rengar,Shen,Samira,Shaco,50,42.86,50,43.34,58.82,11865,100
Teemo,Kayn,Galio,Kaisa,Shaco,MonkeyKing,Viego,Akali,Caitlyn,Seraphine,64.86,51.48,58.37,48.66,51.35,2609,100
Vladimir,Kayn,Tristana,Draven,Pantheon,Teemo,Diana,Karma,Caitlyn,Thresh,50.88,48.14,50,46.81,47.52,-11064,200
Skarner,Shaco,Neeko,Seraphine,Varus,Trundle,MasterYi,Veigar,Ezreal,Soraka,48.6,56.7,40.91,51.33,50,-6022,200
Gnar,RekSai,Katarina,Ashe,Janna,Volibear,Shaco,Annie,Jhin,Zilean,53.13,50.89,43.08,50.29,51.48,2511,200
Gragas,Brand,Yasuo,Lucian,Karma,Trundle,Graves,Kassadin,Jhin,Nautilus,57.69,47.19,50,49.05,44.47,-9753,200
Riven,DrMundo,Katarina,Lucian,Nami,Warwick,Kindred,Lissandra,Caitlyn,Blitzcrank,52.94,50,51.74,47.78,48.38,-5523,200
Jayce,Lillia,Lux,Jhin,Thresh,Sett,Ekko,Sylas,Ezreal,Senna,48.0,47.72,50.42,56.18,52.01,12703,100
Trundle,Ekko,Talon,Caitlyn,Lux,Garen,LeeSin,Kassadin,Kaisa,Galio,54.97,51.97,56.0,50,52.17,4996,100
Skarner,XinZhao,Nocturne,Ezreal,Sona,LeeSin,Briar,Katarina,KogMaw,Braum,50,50,50,49.68,53.08,-9694,200
Sett,MasterYi,Zed,Vayne,Soraka,Garen,Vi,Malphite,Nilah,Swain,50.21,47.84,46.88,52.41,56.1,-10423,200
Jax,Shaco,Yasuo,Kaisa,Malphite,Sett,Darius,Malzahar,Smolder,Senna,50.56,50,50,55.15,50,-7081,200
Darius,Shaco,TwistedFate,Sivir,Janna,Chogath,Kindred,Talon,Smolder,Veigar,50,53.27,49.81,60.87,50,7939,100
TahmKench,MasterYi,Fizz,KogMaw,Lux,Teemo,Nocturne,Naafiri,Jinx,Soraka,51.47,45.6,55.88,47.76,46.76,-4103,200
Sett,Vi,Qiyana,Vayne,Karma,Nasus,Lillia,Ahri,Jhin,Annie,53.91,47.88,51.06,46.43,50,15056,100
Maokai,Shaco,TwistedFate,MissFortune,Zyra,Shen,Nocturne,Syndra,TahmKench,Senna,50.0,49.86,51.0,50,57.34,9019,100
Yorick,Shaco,Akshan,Ezreal,Brand,DrMundo,Kindred,Diana,Caitlyn,Xerath,44.54,53.27,49.76,47.21,46.19,-14175,200
Heimerdinger,Warwick,Leblanc,Smolder,Lux,Sett,LeeSin,Ahri,Jinx,Poppy,48.72,52.67,49.78,40.07,44.31,1536,100
Bard,Teemo,Fizz,Kaisa,Vayne,Pantheon,Mordekaiser,Irelia,Caitlyn,Soraka,50,50,50.89,48.66,50,-10292,200
Riven,Volibear,Akali,Aphelios,Morgana,Skarner,Nidalee,Gangplank,Lucian,Taliyah,49.21,52.0,50,46.72,50,-1230,200
Shen,LeeSin,Swain,Nilah,Blitzcrank,Camille,Viego,Shyvana,Caitlyn,Lux,47.02,48.98,50,50.0,57.62,756,100
Jayce,Warwick,TwistedFate,Tristana,Nautilus,Gangplank,Udyr,KogMaw,Ezreal,Nami,51.24,52.13,50,55.56,52.75,8434,100
Urgot,Rammus,Lux,Caitlyn,Zyra,Illaoi,Maokai,Jinx,Malzahar,Ziggs,52.6,50,50,50,50,7599,100
Trundle,Volibear,LeeSin,Jinx,Lulu,Yone,Evelynn,Galio,TahmKench,Brand,54.37,44.94,50,50,53.11,9314,100
Riven,Brand,Zed,Caitlyn,Leona,Sion,Jax,Zoe,Ezreal,MissFortune,55.19,55.77,50.63,52.76,50,6772,100
Teemo,Belveth,Malzahar,Jhin,Senna,Garen,Shaco,Lux,Ashe,Braum,50.29,54.02,47.35,49.71,53.39,10206,100
Shen,Lillia,Xerath,Samira,Leona,Mordekaiser,Ekko,Corki,Jinx,Lulu,49.79,47.72,61.98,47.63,52.45,11805,100
Illaoi,Yuumi,Xerath,TwistedFate,Senna,Darius,Amumu,Neeko,Jhin,Brand,46.34,50,49.02,49.18,51.38,-9098,200
Garen,Lillia,Fizz,Lucian,Morgana,Pantheon,Warwick,Zed,Tristana,Swain,50.0,50.28,46.89,47.78,53.42,-8683,200
MonkeyKing,XinZhao,Neeko,Twitch,Ashe,Tryndamere,Graves,Lux,MissFortune,Nautilus,53.03,50,57.81,51.71,46.1,7027,100
Gnar,Udyr,Galio,Ashe,Zyra,Mordekaiser,MasterYi,Kassadin,Kaisa,Nami,42.42,52.21,55.12,50,47.94,-7127,200
Garen,Lillia,Yasuo,Aphelios,Thresh,Jax,Zac,Yone,Lucian,Lux,49.23,56.61,50,46.72,51.18,8280,100
Gragas,Diana,Zed,Jinx,Rakan,Camille,Volibear,Fizz,Ashe,Milio,48.53,46.64,53.11,50.01,50.83,-3802,200
Pantheon,Sylas,Gangplank,KogMaw,Milio,Urgot,Viego,Zed,Varus,Ivern,44.04,43.43,54.17,50.5,50,6426,100
Gragas,Evelynn,AurelionSol,Ezreal,Ashe,KSante,LeeSin,Sylas,Aphelios,Milio,53.35,51.7,49.65,50.75,45.27,-12920,200
Darius,Nocturne,Fizz,Swain,Zyra,DrMundo,Belveth,AurelionSol,Smolder,Nautilus,47.5,50,52.5,50,48.99,-5909,200
Gwen,LeeSin,Vayne,Varus,Renata,Darius,Shaco,Ahri,Kaisa,Pyke,49.07,44.53,51.61,50,48.15,10491,100
Renekton,XinZhao,AurelionSol,Draven,Lux,Sett,Karthus,Tristana,Aphelios,Seraphine,52.76,50,48.94,50.03,49.89,11722,100
Kayle,Briar,Yone,Ashe,Senna,Darius,Nocturne,Akali,Smolder,Zoe,55.33,50.68,45.98,57.24,50,13818,100
Trundle,Khazix,Viktor,Jinx,Morgana,Yorick,JarvanIV,Syndra,AurelionSol,Sona,48.84,47.68,50.0,50,40.58,10377,100
Mordekaiser,Kayn,Ahri,Aphelios,Bard,Poppy,MasterYi,Tristana,KogMaw,Senna,43.01,43.85,47.67,44.86,47.28,10920,100
Garen,Rumble,Yone,Ezreal,Thresh,Renekton,Kayn,Akali,Aphelios,TwistedFate,55.78,55.93,45.98,50.75,50,10378,100
Riven,Amumu,Cassiopeia,Ezreal,Hwei,Garen,Warwick,Corki,MissFortune,Alistar,50.87,50.0,60.26,48.13,56.9,-8362,200
Shen,Kindred,Cassiopeia,Jinx,Nautilus,Akshan,Shyvana,TwistedFate,Ashe,TahmKench,53.85,53.61,55.37,50.01,48.64,8155,100
Yasuo,Brand,Yone,Tristana,Lulu,Garen,Shaco,Hwei,Jhin,Lux,50,47.89,48.16,50.6,50.49,-1850,200
Briar,Gwen,Sylas,Hwei,Senna,Riven,Warwick,Irelia,Ashe,Malphite,50,50,53.54,43.04,50,7771,100
Aatrox,Hecarim,Ahri,Smolder,Karma,Illaoi,Darius,AurelionSol,MissFortune,Maokai,47.15,50,54.08,50.0,45.12,11747,100
Nasus,Amumu,AurelionSol,Aphelios,Thresh,Urgot,Rengar,Vladimir,Jhin,Taric,38.46,53.03,54.44,45.51,48.93,9064,100
Kled,Trundle,Tristana,Varus,Seraphine,Camille,Warwick,AurelionSol,Ezreal,Zyra,50.5,50,50.9,48.47,52.07,10027,100
Darius,Vi,Fizz,Veigar,Leona,Teemo,XinZhao,Anivia,Kaisa,Shaco,50.42,45.65,42.24,50,44.28,-5236,200
Nasus,FiddleSticks,Nunu,Jinx,Nautilus,Garen,Diana,Lux,Draven,Renata,51.16,50,50,54.88,50,2114,200
DrMundo,Amumu,Karma,Kaisa,Ashe,Malphite,Nidalee,Yone,Zeri,Lulu,57.64,51.67,50,50.94,51.93,11088,100
Fiora,Belveth,Viktor,Aphelios,Thresh,Rumble,Graves,Sylas,Caitlyn,Pantheon,50.0,53.42,47.77,45.97,52.48,-11461,200
Rengar,Briar,Swain,Smolder,Lulu,Poppy,Shyvana,Leblanc,Ezreal,Pyke,50,42.47,50,47.15,47.92,-14065,200
Yorick,Evelynn,Veigar,Caitlyn,Senna,Pantheon,Viego,Chogath,Ezreal,Lux,53.95,50.91,50,52.76,49.4,-8777,200
Camille,Shaco,Leblanc,Jinx,Leona,Volibear,Hecarim,Zed,Jhin,Janna,49.76,51.83,50.23,51.13,50.25,7714,100
Yorick,Amumu,Karma,KogMaw,Hwei,Alistar,Brand,Poppy,Vayne,Maokai,50,41.38,50,53.1,41.03,-11551,200
Darius,Shyvana,Lux,Ashe,Sona,Aatrox,Sylas,Zed,Tristana,Nami,51.59,54.76,56.81,50.86,51.55,2964,100
Urgot,Udyr,Hwei,MissFortune,Thresh,Volibear,Taliyah,Talon,Smolder,Alistar,57.95,45.55,45.63,50.0,50.41,14724,100
Illaoi,Volibear,Corki,Ashe,Nautilus,Aatrox,Rammus,TwistedFate,Ezreal,Lux,53.03,50.0,44.6,57.91,51.22,3415,100
Gangplank,Sejuani,Lissandra,MissFortune,Lux,Renekton,MasterYi,Zed,Lucian,Brand,53.36,56.93,47.65,53.29,58.11,-2050,200
Malphite,Nidalee,Kassadin,Ezreal,Brand,Camille,Kindred,Swain,Smolder,Xerath,51.13,49.79,44.62,52.85,46.19,6269,100
Riven,Shaco,Annie,Jhin,Pyke,Teemo,Shyvana,Akali,Twitch,Morgana,49.37,54.84,49.78,49.83,51.88,-15630,200
Camille,Khazix,Malzahar,Draven,Yuumi,Riven,Garen,Katarina,Hwei,Zilean,51.84,50,50.52,50,38.64,-7934,200
Poppy,Elise,Shaco,Tristana,Lux,Darius,Jax,Zoe,Sivir,Swain,52.05,35.71,50,52.56,54.74,13602,100
Sion,Khazix,Sylas,Sivir,Braum,Teemo,Nocturne,TwistedFate,Vayne,Thresh,55.91,43.38,50.77,52.11,51.75,6568,100
Gwen,Warwick,Yone,Kaisa,Xerath,Soraka,Vi,Ahri,Lucian,Pyke,50,47.4,48.93,48.11,49.11,-4434,200
Riven,LeeSin,Galio,Twitch,Blitzcrank,Urgot,Taliyah,Ahri,Ezreal,Lux,49.3,45.37,51.25,56.16,57.62,-14047,200
Fiora,Shaco,Malphite,Draven,Blitzcrank,Hwei,Viego,AurelionSol,Ashe,Sona,50,52.89,44.54,46.13,52.72,-5093,200
Rumble,FiddleSticks,Pantheon,Ezreal,Thresh,Warwick,Kindred,Hwei,Smolder,Zyra,49.49,50,53.51,52.85,50.16,7519,100
Trundle,Rammus,Karma,Jinx,Braum,Singed,Kindred,Smolder,Xayah,Bard,40.54,52.53,50,53.11,48.26,6481,100
Sett,Kindred,Vex,Samira,Rakan,Jax,Taliyah,Sylas,Lucian,Nami,49.37,48.8,58.94,50.68,48.54,-4465,200
Riven,Kayn,Galio,Ezreal,Nautilus,Renekton,Darius,Mordekaiser,Twitch,Annie,48.75,50,50,43.84,50,13584,100
Akali,Udyr,Syndra,Vayne,Maokai,Trundle,Warwick,TwistedFate,Tristana,Soraka,54.76,47.87,49.0,47.15,47.26,8483,100
Heimerdinger,Diana,Xerath,Ashe,Maokai,Yone,RekSai,Akali,Tristana,Nami,45.24,48.36,52.89,50.86,50.34,1156,100
Renekton,Lillia,Veigar,Vayne,Janna,Yone,Teemo,Seraphine,Caitlyn,Sylas,52.97,50,50,46.03,50,-4518,200
Yasuo,Kayn,Hwei,Ezreal,Camille,Garen,Warwick,AurelionSol,Kayle,Janna,50,50.77,53.35,50,46.37,14154,100
Riven,Briar,Garen,Ziggs,Morgana,Trundle,Jax,Fizz,Jhin,Zoe,47.41,48.2,60.0,50,50,8572,100
Yone,Briar,TwistedFate,Lucian,Maokai,Naafiri,Shaco,Heimerdinger,Jhin,Janna,50,47.41,50,49.05,50.21,12279,100
Vladimir,MonkeyKing,Zed,Caitlyn,Nautilus,Riven,Nocturne,LeeSin,Ezreal,Renata,45.68,50.96,50,52.76,50,-9817,200
Camille,Sejuani,Pantheon,Ashe,Zyra,AurelionSol,Diana,Irelia,Samira,Janna,50,52.02,49.32,53.98,45.33,4254,100
Fiora,Ornn,Vex,Ashe,Senna,Quinn,FiddleSticks,Naafiri,Seraphine,Brand,43.0,50,58.54,45.03,51.38,-15248,200
Darius,Trundle,Azir,Ezreal,Seraphine,Rumble,Yasuo,MonkeyKing,Samira,Pantheon,47.37,50,50,47.38,49.15,13431,100
Yasuo,Thresh,Yone,Ashe,Evelynn,Illaoi,Udyr,Kassadin,Caitlyn,Senna,50,50,52.33,51.28,50,4566,100
Renekton,Ahri,Ivern,Jhin,Morgana,Vladimir,Qiyana,Taliyah,Samira,Leona,57.26,50,50,50.53,49.69,2860,100
Yorick,MasterYi,AurelionSol,Pyke,KogMaw,Sion,Ekko,Zed,Ezreal,Karma,51.88,44.38,43.76,50,50,14680,100
Jayce,Ekko,Ziggs,Nilah,Blitzcrank,Sion,Nidalee,Velkoz,Ezreal,Nautilus,50.0,49.58,50,52.45,50.74,-10755,200
Gwen,Amumu,Naafiri,Volibear,Senna,Garen,Warwick,Syndra,Caitlyn,Ivern,50.79,50.0,49.15,50,50,-9618,200
Camille,JarvanIV,Azir,Caitlyn,Brand,Quinn,Rammus,Sylas,Draven,Thresh,47.72,50.36,43.61,53.19,51.01,4830,100
Gragas,Graves,Fizz,MissFortune,Teemo,Trundle,Ekko,Zoe,Jhin,Pyke,57.69,50.64,48.3,48.43,51.43,-11659,200
Ornn,Rammus,Illaoi,MissFortune,Poppy,Warwick,Shen,Swain,Caitlyn,Morgana,39.24,50,50,49.28,54.17,2134,100
Nasus,JarvanIV,Zed,KogMaw,Zilean,Chogath,LeeSin,Yone,Jinx,Veigar,50,55.55,50.91,47.76,50,7150,100
Aatrox,Vi,Sylas,KogMaw,Nautilus,Pantheon,FiddleSticks,Kassadin,Velkoz,Senna,49.31,50,50.0,50,52.07,4728,100
TwistedFate,Hecarim,Syndra,Samira,Brand,Ryze,Viego,Annie,Kalista,Ashe,50,49.72,50.54,53.23,48.13,-10102,200
Mordekaiser,LeeSin,Taliyah,MissFortune,Pyke,Aatrox,Teemo,Nasus,Caitlyn,Malphite,50.15,50,50,49.28,50,-12609,200
Tryndamere,MasterYi,Ahri,Ezreal,Milio,Malphite,Evelynn,Ekko,Vayne,Shaco,49.08,50.0,48.25,45.35,57.94,-7735,200
Darius,Karthus,Zoe,Caitlyn,Lux,Vayne,Kayn,Viktor,Zeri,Yuumi,46.34,49.56,51.81,53.01,50.31,9908,100
Gwen,Briar,Kassadin,KogMaw,Yuumi,Warwick,Vi,Hwei,Jhin,Lux,48.44,47.6,47.78,47.73,49.69,-11661,200
Gangplank,Nocturne,Katarina,Jhin,Leona,Darius,Khazix,Kassadin,Varus,Shaco,47.62,50,50.71,54.28,44.28,10185,100
Illaoi,Darius,Fizz,Jhin,Velkoz,Gwen,Viego,Vex,Caitlyn,Lux,42.54,50,46.67,51.45,50.5,8665,100
Jax,Gragas,Hwei,MissFortune,Blitzcrank,Pantheon,JarvanIV,Lux,Caitlyn,Pyke,50.0,52.81,47.68,49.28,48.92,-8888,200
Kayle,Brand,Morgana,Varus,Poppy,Urgot,JarvanIV,Anivia,Caitlyn,Alistar,54.01,49.4,50,48.43,53.07,2874,100
Gnar,Briar,Lux,Twitch,Pyke,Illaoi,Rumble,Viktor,Lucian,Swain,46.3,50.0,52.88,51.47,50.29,-10496,200
Aatrox,Nocturne,TwistedFate,Lucian,Nami,Volibear,Graves,Anivia,Vayne,Yuumi,49.18,48.51,48.23,53.1,53.69,-12640,200
MonkeyKing,Rengar,Ahri,Vayne,Soraka,Jayce,Vi,TwistedFate,Ezreal,Janna,52.48,52.48,48.12,54.65,53.29,-14699,200
Yorick,Viego,Yone,Zeri,Thresh,Mordekaiser,Lillia,Yasuo,Jinx,Blitzcrank,56.69,48.64,50.92,46.04,48.49,8394,100
Garen,Lillia,Yone,Caitlyn,Zyra,Tryndamere,Briar,Ahri,Twitch,Hwei,44.07,49.33,48.93,50.76,56.55,371,100
Rammus,MasterYi,Zed,Jhin,Nami,MonkeyKing,Briar,Jayce,Swain,Janna,50,49.68,52.94,50,49.61,-9633,200
MonkeyKing,Karthus,Fizz,Braum,Jinx,Riven,Diana,Naafiri,Samira,Pyke,54.37,49.54,55.88,50,50,7582,100
Gnar,Nunu,Fizz,Draven,Nami,Volibear,XinZhao,Taliyah,Kaisa,Zyra,53.13,46.63,50.92,50,52.06,17249,100
Chogath,Khazix,Yone,Kalista,Pyke,Warwick,Zac,Yasuo,Zeri,Taric,50,46.27,50.92,53.85,50.57,8908,100
Varus,Diana,Pantheon,Jhin,Swain,Ornn,MasterYi,TwistedFate,MissFortune,Thresh,54.17,49.82,55.13,51.57,50.67,-8170,200
Illaoi,Jax,Brand,Ashe,Morgana,Yorick,Nidalee,FiddleSticks,MissFortune,Nami,53.51,49.23,50,51.89,44.65,364,200
Nasus,JarvanIV,Karma,Smolder,Pyke,Kayle,Zac,Hwei,Varus,Leona,50.58,55.0,56.2,41.51,50.09,-7771,200
Nasus,Zac,Lissandra,Xayah,Zyra,Vayne,Skarner,Katarina,Jinx,Blitzcrank,50.79,45.73,48.26,46.89,46.71,-11686,200
Shaco,Nunu,AurelionSol,MissFortune,Zoe,Garen,Warwick,Qiyana,Lucian,Nautilus,50,45.0,47.37,53.29,55.0,772,100
Pantheon,Viego,Vladimir,Aphelios,Swain,Jhin,Amumu,Katarina,Smolder,Hwei,50,45.91,52.0,53.71,51.61,13826,100
KSante,Kayn,Ekko,Smolder,Malphite,Nasus,Belveth,Aatrox,Samira,Braum,52.11,50,50,43.34,50,-9954,200
TahmKench,Belveth,Taliyah,Jinx,Nami,Jax,Nidalee,Ahri,Lucian,Shaco,49.7,51.29,47.86,52.56,53.33,1694,200
Yone,Diana,Yasuo,Caitlyn,Thresh,Akali,Taric,Taliyah,Nilah,Seraphine,47.57,50,50,49.56,47.84,4416,100
Camille,Khazix,Yasuo,Caitlyn,Zoe,Sett,Briar,Brand,Ashe,Zyra,50.7,46.94,50,48.87,50,9363,100
